plainText,key,cipherText
11001110,1010001101,00101110
11011001,1111000001,01100001
00110111,1100110010,11111111
00101101,1111001001,10111011
00111111,1111001100,11100000
01111110,1110010110,10111001
01000011,1010000111,00001100
00010100,0110101111,11101000
01110001,1000001111,00010101
01011011,0000010001,00110011
00001110,0000110011,11110100
01000110,0101101110,11110111
01011101,0010101011,10100110
01000110,1001100001,01000011
00101100,0111001101,00011011
00110010,1111111110,11000110
11011001,0000011001,00111000
00111100,1110011111,00011101
01111111,1101011110,00100100
00010110,1010010000,10011010
10110101,0101010100,01101011
11111111,1110110111,10001111
00101100,0001100010,11100101
01001101,0011101000,00011010
00011010,0100101101,00010110
00110000,1110100110,11111010
10110110,0100110101,00110010
00001011,0010001001,00001011
10011100,1111111100,10001110
10011110,1100101010,01000001
11111010,0111011100,01011110
01001111,0100010011,10000011
11001111,0001101100,10101100
00100110,1101100101,00110010
11010100,0101010100,11101010
10100001,1011111001,00000101
01000100,0010110100,11100001
01101011,1000011001,11011100
10111101,1101100010,11011111
10111000,1101101100,11101010
10011001,1001100000,00110100
01100101,1101000101,00001100
11000101,1001011111,10011010
00000111,1000111010,01010110
00011101,0001010110,10111111
01111010,1110001011,10110010
10001111,1111100111,01110011
01101000,1101011110,00101110
11101000,1001010111,00110101
11101101,0100101000,00011010
10011101,0101010010,01010100
11100110,1001100000,11001100
00110010,1101100111,00000000
00001101,1110010010,10111011
11010011,1100011010,10100010
01111111,1000111100,00110110
10001011,0000000110,10111101
00110101,0010010100,10000011
01000010,0101011001,01011100
10000000,0100100100,00011111
10111010,0100010010,01100001
00000000,1100001011,10110111
01111100,1010001000,00000111
01111111,0010001111,00100011
01111000,1011110000,10101000
11101001,0010100110,10101100
10111111,1101010100,01100100
01000110,1100101101,11101010
00111001,1010000110,00100000
10111101,0111111101,10101010
00101000,1110011100,10100000
10011101,0011111011,11010011
10000100,0101110110,00001001
11101101,1100101101,10010000
00011111,0111000100,01111110
00011101,1110011010,10111110
00101101,1011010111,10100000
10110101,0100100111,10110100
11101000,0101011111,00110001
11011010,1001110110,10111100
11100010,1011001100,00000010
10000110,1101001000,10110010
10000101,1001001110,11100011
11111001,0000011010,00001101
01110010,0110111011,10110010
01100100,0000110000,00100001
10110110,0100000110,01011100
10000111,0001101010,00100111
11001011,1100000100,11011001
10100011,1001101001,01000111
01011010,0010100100,10110001
00000111,0100010111,01001001
11101100,0011110111,00111010
11001110,0100001100,10011111
11110100,1011011001,00000100
00101100,1010000111,01011001
11100100,0101111010,00010011
11110010,0110010100,10000010
11101101,0001111100,10011100
10111110,1001101010,11001111
00011010,1100111011,00001010
01010100,0001110111,01110001
11000011,0110011001,01100100
10000000,0110110011,11100110
10010001,0010110100,01101000
11111011,0000110001,11111101
01101101,0011100101,00111100
01111010,0011100001,10100100
11101000,1110100101,00001100
10100101,1001100000,00010010
11000110,0011100001,00101001
01001101,0010110101,11111110
00111010,1001001100,10110101
01100111,1001001010,00101101
10101111,0010010101,10110011
11111110,0010110010,10011000
10111010,0000101101,11111000
00110100,0000101001,10110000
00000101,0011001001,10001101
11111011,0001101000,11110101
11010101,1101101000,11101011
00111100,0010000001,00110000
10011100,0011100001,00111000
01001101,1111000101,01110110
00011101,0010000001,10000100
01000011,1000000100,01010001
00100110,1101100000,01111010
00000101,1110000000,11000110
00101010,1100011001,10011101
00100110,1010011010,10101011
10111100,0010011100,01010000
11011001,1101011000,01010001
10111000,1110110101,11001010
11111100,0111000110,10010001
01000011,1001110111,10101110
11010110,1001011000,00000000
10000000,1000100010,00100100
11110101,1111111111,11100000
01111110,0010001110,01001000
10000101,1111100011,10011101
01101111,0111010010,10111100
10110011,0011100011,00101010
11111010,0101011000,01010111
00101010,1101111000,01011010
00000011,1100110111,00011100
11100110,1110001011,00010001
00001100,1001110100,11000101
01110100,1001110011,10111110
10110000,1101111111,11111110
00000110,1010110000,10010001
11001010,0101110101,00010010
10100000,0100001011,01001001
00101100,1100010000,00111010
10001110,1010101010,01000010
01101100,0110010010,00010111
11000000,1001101001,10010111
01111100,1001010010,11100011
01011101,0101101010,10100001
10101011,1001110110,00011110
10000010,0011010101,00110100
11110110,1110010011,01010101
00010100,0011101011,01100111
11011100,1011001010,11011101
10001101,1110011010,00001111
10011001,0110001111,00111001
10101100,1010111100,11000011
00010100,0100110011,00100110
10011111,1011100101,00101001
00010001,0101100111,10111001
01011100,0001110010,11011111
11000001,0000010001,11010011
01110001,1000110000,11100111
00000010,0111010001,11010111
01011100,1110000101,01110100
01010001,1011010001,01011010
11000001,1011001100,00011100
11011010,1011001000,00101111
01000000,1110001111,00001110
00001110,0010011110,00100010
11111011,1100100011,00001110
01000101,1000101011,10100001
11110001,0101110001,10011110
10100111,0011000011,10111100
11100100,1110101100,10001010
11100110,0010100011,00010101
00100111,0100110000,01001110
11100100,1100000100,11110010
00100110,0011010000,00011011
01000011,1001000001,11011011
11100101,0110111010,10001101
11100110,0010100001,00110011
10110111,0010011111,00100011
11111100,1110011101,00101001
00111000,1000000001,10101000
00111011,1011111100,00101001
10100000,1110101001,10010111
00110011,0111101101,10111001
10001001,1100001010,00000011
11110110,0101010011,10111001
11111000,0000011010,00010000
10000010,1000011100,01110101
11110100,0100100101,11101000
00111010,1111110110,01001110
00011001,0010110101,10100001
00001111,1101111010,01011110
10000000,0100110000,00011110
10101001,0111111111,11010101
00010110,0010111011,11101111
01110000,1011111001,11000111
01010011,0100111100,10010111
01111110,1011111101,11000100
01100111,1000101011,11000010
10111100,1101101000,01101010
01111000,0101111101,11100000
00000001,1111000011,01111110
00111110,0001110100,10110101
11010111,1100111101,10110111
11011001,0101010110,11101000
10001110,1010111110,00100110
11001011,1110111110,11101111
01001101,1110000110,11000011
10000001,1100011000,01111000
10110011,1001011101,11101000
11000001,0000111110,01101000
01100101,0010001011,10000011
11101010,0100111100,11110011
10101001,1011110100,00000100
10110010,1110001010,10101010
01001000,0101000111,01011000
00110010,0010100001,01111101
00010101,1100011100,01000111
10001010,1000111101,01110110
00110111,1110000100,11001011
00001000,0111001100,00011111
10000100,0000011001,01011100
00110101,1010001111,01101001
10000111,1111011011,00010111
11010101,0011111101,01111000
10101111,1011101111,10111101
10111011,1110000100,00000011
00001110,0000010101,11110111
10010111,0010111000,11001101
10000101,1001100110,00110001
00100101,1010001101,10010110
01001000,0010111000,01001100
11010111,0101110111,10110011
10100000,0010101011,01000001
00001100,0111101110,10101110
10011001,1011001000,10001000
11000001,0000110001,11110011
11110001,1100011000,11110001
10110100,0100101110,00100011
00110100,0010111010,00100001
11011110,1001100000,01000001
01110100,0101000100,10100101
01111000,1111011110,10010011
01010100,0100011111,00010001
11111000,0110001010,01010000
11111010,1101101010,00011010
10001110,0000110000,00110101
11001110,0000001100,10011111
10111010,1101101000,00011010
10011101,0011110011,00010101
11101010,1000110010,10111100
00101100,0110011001,01010100
00111000,1010111101,10011110
10110100,1011100101,11000110
00001001,1100111000,00100010
00011100,0011110100,11111110
01101100,1001010001,10011101
00000000,0101001111,11100000
00110111,0100010101,11111011
01110100,1110010001,10000100
00110110,0100011101,11100000
01001010,1001001000,00101111
00110100,0110110110,01001010
11100101,1100010111,10110010
00111001,1010100101,10100111
00100101,0101100000,01100010
01110101,0010011100,00110101
11010011,0110111010,00011010
11001010,1010010000,10001101
10011010,1100011100,11011100
01111000,0111110010,00111110
11110001,0010011010,01101011
00100000,0010101000,00010010
11000000,1110001001,10001011
10000101,1100010101,10101000
00101000,1000001001,00100101
00100011,0101010011,11010110
00110011,1100101100,10100101
01010110,1010011100,10101101
10011100,0101011010,01001111
00011010,1101100100,00011011
11100111,1111011010,11100010
10001001,1010110101,01111111
01000011,0110010010,01011001
11101011,1100000001,10011101
01011110,0111001000,10111100
10001011,0011010010,10100011
10011100,0010010001,01110010
00100110,1011011011,11101100
11111000,1100000010,11011101
11100111,1101011100,00110110
00000000,0000001000,01110110
01011011,1110111101,01110010
00111101,0110000100,10000001
11010100,0000010101,00100001
01100101,0011111101,01011101
10101101,1110101011,00001111
10100110,0001001000,10101110
11001100,1101010010,00110100
11010101,0110110010,10000000
01110000,0110111001,11000101
01110011,1000111100,10111001
00001000,0011100010,00000000
11101011,0100001111,00110010
01011101,0100110001,01111101
00000111,1000001000,00100011
00110011,0101010000,11101110
11000111,0001111010,11110010
01110000,1011110010,10010010
00001101,1010100100,01010001
01001001,0010011100,10111100
10101000,0111101110,00100101
11001010,1000111010,01110010
11010001,1101110111,00110111
10010101,0000000110,01011101
01100110,0111010010,01101001
01101101,0111111001,00111110
11101111,0100010000,10100110
01111110,0011010010,00001010
01001100,1101001101,01001101
01101111,1100100101,11110011
11111111,0100111001,00101010
00001010,0011011101,10111100
10010010,1010001110,10001111
01010110,0010100110,11001110
11111000,0011101001,11000111
10000100,1110110101,10101010
00000101,0001000111,00010010
00100101,0001100111,10011010
11110100,0101011010,00011101
01001111,0010010110,10001110
11100001,0011001011,01100010
10010000,1001001000,10011000
00111100,1010101000,11110011
10111100,1110110001,01001010
00000000,1010001101,10111100
01110110,0011011100,11000111
01100010,0000110100,11111001
01100001,1110101011,11000100
11111100,1001111110,00111100
01000001,1001111101,11011111
10011011,0010001010,01010101
00100011,0010110001,10001010
01101001,1001010011,10110001
10100101,1000011110,11110111
00101110,1000111110,00000000
11110101,1010001001,00010000
01000010,1011010000,10100110
01001010,0010000111,10101001
11110100,1001001011,10100010
01011100,1101111111,10111011
10110101,0001001100,10100001
10010111,1111100001,01000111
10101010,0110110100,01011001
00111110,1100000010,10001001
01111011,0101011101,01110110
11101111,0100010100,01001011
10100010,1100100001,10011010
11011011,0010101010,10100001
10001100,1101010000,01000110
01101011,0000010000,10100101
10000101,1110100001,00001001
10111011,0011010100,10111001
11111100,0011000111,11011000
01100101,0100100010,00100100
10010111,0001111001,00011110
10101110,1111111111,10100001
11100101,1011011110,00011110
10000010,1101110100,11010001
11111100,1010110100,11110010
00011001,0101111011,10011000
11001101,1000000110,11001101
11110000,1101100100,11010110
10110001,1011111000,11111111
00000001,1110011110,00110001
00000010,1100110000,10111101
01011001,1000010000,10010111
10001110,1011001000,01010100
01101000,0101001000,01100110
01111000,1101010001,11000101
10010001,0011000111,11010010
00001100,1000100101,00011111
01010000,1101110101,01110000
01110010,1100110111,00110011
01001010,1100010000,10000110
00000111,0111100110,10111010
00011011,1011100100,10001011
10001110,0011110011,01001001
00010001,0000010010,01011111
01100111,1100010001,00010001
01111110,0100101111,00001001
00010010,1111101110,00101111
10111101,0011100010,00110101
11001101,1010000011,01100001
01100110,1101001001,10101101
00011111,0100100011,01100101
11001010,0111001100,00100110
11000111,1100110100,00111110
10001101,1110100101,10010110
01100010,1111001011,01010100
10011000,1110100010,01101100
10101001,1001110001,10100101
01010100,0101111001,00100110
10101111,0111111001,00010101
11001000,0100000111,10011000
11001111,1111011111,11101101
10011011,0100100110,11000010
10111000,1010010010,01001000
00110000,1010101010,01101111
00000001,0111111111,01010000
00010010,1111100011,01100101
01101011,0001001001,00001011
01001111,1001011100,10010111
01101010,0010010110,10001001
10000111,1110000101,10001111
10011100,0110011110,11101100
10101000,1010100001,10111001
01110101,1000100011,10101000
10000101,0000101101,00000000
00000001,1000101101,01010011
11011011,1010010110,00100111
11000110,0001111011,11011001
11111110,1001110110,11110001
00000011,1101010000,01000111
11000001,1110010111,00110010
01111101,1101000101,01101111
10111011,1010111010,10111000
00011100,1101011111,00101111
00001111,1001001010,00111111
11101100,1010100110,10000010
00100000,1110111001,11011000
11101011,1010111001,10110010
00011011,0110100010,10100001
10000001,0000101000,10101001
11011110,0010100101,10111011
01110000,0100001111,01011101
11001000,1010101100,01011011
01011001,0111111011,01100100
00100011,1000011101,00100110
00100001,1100000010,10000101
00101111,0011111011,11010101
10111011,1111011011,01110111
10100110,1011100110,10100001
10110101,0110010101,11100100
11011100,1011110011,01000100
01001000,1010001000,01010100
10111111,0010001010,10111000
10110110,1101001001,11010001
00110111,1100001110,00110000
10011000,0010010111,11100110
11100101,0011110010,11001101
00010110,0010101100,11001000
10110011,1110110111,01110100
01000111,0110010010,11011100
00011011,1100101111,00110011
00110111,0010001000,00000010
10110101,1110111101,11100000
11111000,1100111010,00100110
00101100,1001011010,11111010
11011111,1100010000,01111011
11101101,0111111000,10110001
00101000,1101001001,00110001
00000111,1000110110,00011000
10111100,0100011101,10110001
01010010,1100101010,01011101
11111110,0010111110,10101111
01000100,1100101000,00100001
01101001,0000111111,01001100
10111011,0001001000,01000001
10000110,1011101110,01101111
11110111,1110000000,10110000
00110011,1101010111,10111100
01011000,0001000001,00000110
10100111,1111011111,10011010
10000001,0101101010,10011011
11100010,0110000111,11011101
00011011,1111011000,10100100
00000011,0111001011,00100101
10110111,0111111000,10010111
01101010,0000110101,11101110
11101110,0110111110,01011000
10111001,0111000100,01100100
10110101,0010010011,11010101
10000011,0010000101,10001000
10111000,1010010000,01101110
11101011,1010010101,10110100
10011111,0111001000,10100100
11001011,0111010100,11111001
01000101,0111000011,10101011
01111010,1001110101,11001011
00001111,0010101110,11000100
01100011,1011101000,01010100
10000001,1110100100,00001000
10111101,0000111010,01011100
11001111,1100110010,01101100
11111011,0011001010,11011011
10000101,1011101101,10101000
11001010,1011100111,11011111
11111101,0001101000,00111011
10101110,1101011110,01100000
10001100,1001111100,00110111
10111001,1001001111,01101010
01000101,0110110010,01100101
11111010,1110000001,00000010
01111101,0100010100,10010101
00101110,1100111101,11111101
10010000,0110000101,10011101
10100001,0001010011,01111101
01000001,0111101110,11001100
11010000,0101001001,01001001
01101010,0011110101,00110100
10001110,0110111000,10101010
11101011,1110001010,11001110
10000111,0111101011,11000110
00111100,0001110100,00111110
10110000,1101000110,10000100
11110001,1110000101,01001100
01001111,1011110110,01101100
01011000,0100010110,00010001
11010100,0011010010,01011011
11101110,1110110000,01000000
00010001,0110010011,10111110
11110110,0110111111,00111100
01110001,0110010011,10000010
10001000,0010110101,01010001
10010100,1101101011,10011010
01001100,1001001000,00001001
10101011,1010100011,00010101
01001110,1010100101,00001010
10101110,0000110101,11111001
00100111,0110000110,11000100
10100101,1101011101,10000000
01110110,0110000100,01000000
00100001,0011101011,11110100
00110110,1010101101,00011001
00111101,0010000100,10000001
00000011,0000011101,00111110
10000000,1110011001,00110110
01011100,0000001001,11100111
01110100,0001110111,10011001
10110110,0100000110,01011100
00000011,0000011100,10011111
10010001,1001001011,11010101
10001000,1000111001,00100010
10110010,1010010000,11110101
00001001,1100111100,00000111
00010110,1011111111,11000010
00001010,1010001011,01000100
11100001,0100010111,01100011
10011011,0011010100,00010101
00010111,1110010011,10110010
01101011,1111100011,00000001
10001001,1101100000,10000101
00001111,0110010000,11010100
10000111,1110101100,10001000
11000101,1101101101,00110000
11001011,1010111111,10001110
01110001,1011000111,11111000
10010110,1111110001,01011011
00100010,1011100010,10000111
11100001,0100110101,01110011
10010110,0000101000,00001110
11110111,0010111010,11010111
10010100,0100101110,10001011
00111001,1111101000,01000110
00111001,1111101010,01000000
11011010,1111010101,00101001
00110000,1110010111,01110110
01111010,1111010000,00001011
11010110,0100100010,00001000
00110000,0000111110,01100001
10100010,0100101110,00111000
10101101,1111101010,11110010
01000101,0110010110,01100000
01100110,0100110010,01110110
00011111,0101110110,10011100
10101101,0100110111,00111101
00000111,1111000010,10011111
11101010,0001010001,11011111
00011010,1000100010,11000100
11111100,0101111000,10000111
10010010,1100000011,00001000
00100010,0000001000,10011001
10000001,0101011111,11111011
00010000,1001100111,10000011
10110100,1101101101,11011100
10011111,1011100001,01101001
10000100,0111001001,00111110
11011100,0010100010,11111111
00100011,1001001110,01111001
01111010,0000101101,10001110
01001011,1011000011,01001001
11101111,0100001001,11011100
10100101,1011110011,11110100
10000111,1000011001,00001101
00110010,1001110101,10110101
00000011,1001000110,11110111
01111000,0111110111,01111010
10110010,0001110111,10000101
10101101,0010111011,11111110
10001010,1100100001,11111100
10101000,1010101010,00101100
01011110,0001000110,11001110
00101110,1100010000,00111111
11011101,0010000110,00001111
00101111,1001110110,01011001
01101011,1100000011,00101111
11101111,1000111010,11100010
00001001,0001100101,01001101
10011100,0101100111,11001000
10101100,0100110001,00111001
00000011,0010010100,11000110
11100011,0000110110,01010111
11100111,1011010101,10111100
01110011,1011101000,10010111
01000011,1001000110,01100011
10011001,1011111100,01000100
01011101,1101111011,00111001
00101110,0101011110,10110110
01010110,0110000011,00100110
11110001,1111011110,11000100
00011010,1010000010,01001001
11010001,0111100001,11011111
00100011,1100001101,11001010
10110110,1001101100,01111100
01110010,0011000101,11111000
00100010,0101101100,10001000
11000100,1000000000,11110011
11001001,1110001101,01110101
00010001,1000110110,10110000
11011000,0000110111,01111010
10100111,1101011011,10010111
11111010,1000101111,01111100
01110010,1000000110,10011011
01001101,0000000101,10011010
00001101,0011101010,01011010
00100001,0111111010,00111100
01110111,1001101010,10001110
10111101,1111000001,00011000
00101010,1100110000,10011010
01011101,0101011110,01001101
00001000,0100000101,10011110
11001100,0100001010,00011111
10110001,0110111100,00100110
11011101,1110110000,10111000
11011010,1100001111,00110100
01100010,0100011110,01101111
01001011,1100100000,10011110
00110100,0100000100,00010111
01011010,0000001111,01000000
00010001,0101011001,00000010
01110000,0000010011,01111111
10101101,0011101000,01000100
00101010,1110100010,10001111
11110110,1101011010,00111100
00010100,0010101001,01010101
01011101,1000110111,11111100
10000101,0111000011,10011001
11010110,0000111000,10110110
11000001,0110111001,10011101
01110000,0000111110,00010101
00010101,1101111000,10011000
10001101,0111110110,01011011
00000011,1101001100,01000101
01011010,1000110001,00101100
10101101,0010010111,10010000
10100001,1100000001,11001100
01001100,0000010101,01001110
00010000,1001000110,01101010
11110100,0110111100,11001010
11111111,1011100110,01000000
00011010,0100111001,11111010
10010000,0010101101,00011011
10000100,1101100000,00110101
00001110,1010011101,01011101
10001101,0011101111,01010100
11100101,0011010110,11001000
01111000,0111110000,00101010
11010000,0101100001,11001111
11011010,0101011000,10111011
00011110,1100101100,01011010
01010001,1001111110,11000010
10101110,1010010000,11110100
11010010,1101010011,10110110
01100000,0000101011,00011011
01101000,0010110110,00010110
10011101,0011101101,10001010
00001111,1110011111,11011001
11101101,1111111001,11101000
10000100,0111010010,00100100
11101100,0110010010,10010001
10010101,1000100101,01011000
01101011,1011111010,00101111
00001010,1011111101,00011110
11110111,0000111100,11111100
00110100,0000001011,01100000
01101001,0010000111,01001011
10111010,1110000101,01110010
10010100,0101100100,10011111
00000110,0101111011,10101111
00010101,1001000111,11001100
10100111,0010110010,01100110
11100000,0110101110,01111001
01011010,0010101010,01001101
10011001,1000101101,10010110
01011110,0110000000,00111100
11111100,1011100101,10001010
00001101,1111111010,10011001
11110111,1010111101,11110111
01001001,0101110110,01000101
00111010,1010001101,01110010
10101111,1010000001,01000000
00001110,0111111000,11011000
00100110,0110010111,11001011
00011111,0110100011,01001101
10010001,1100111111,00000011
00101101,1000010001,11110100
00000100,0110010001,00010001
10011100,1110000001,01101110
10011011,1001100011,11010000
10111000,1000000011,10101000
11101101,1101110111,11111111
10010000,1001110111,10100100
11100010,1001010011,10010000
00001000,1000001001,10001101
00110011,0010101101,11001011
01110011,0111010110,00110101
00000010,0111011010,11000010
01101101,0101010100,10111100
11011000,0110011111,11010100
01000010,1010011101,11100010
01111111,1000010010,01100001
00000011,1111101010,10111000
00010001,0011101011,01011111
10011110,1110101100,11110000
00001111,0100110011,00010011
11100010,1000111000,10100101
01111011,1100111000,10110110
11000011,1010100101,01011110
01001111,1111100011,11001000
10110011,1011000001,10001010
10000101,0000001001,00100101
01110010,1011101110,00010011
10011011,0010010110,00100011
01100111,0101011101,10010011
01000011,1010101001,00010011
01010111,1001111100,01010110
10101000,1010010010,01010010
00000100,0011011101,00011100
10001100,0011011101,10010100
00001111,0001110001,01100111
10101101,1110101110,01001011
10010101,1100101001,00000100
11111010,1101011000,00100011
10010011,0001010000,00100000
10101111,1110110111,10010001
11010011,0010111011,11110011
01010000,1011011010,00101000
00101000,0101110000,10011001
11110111,0111010010,01110011
10110011,0110110000,10010100
10100101,0010000000,00101010
11000000,0001010000,01001100
01001011,0010010110,11001011
00001111,0110110000,11110100
01000001,1101011001,10010111
11011101,0110000011,10000010
10001010,1001101110,00101100
00000100,1011110110,11010001
01001001,0001010001,10011101
01011011,1011100010,11100011
01111001,1110011101,00101101
11111001,0100101101,01111100
10111111,0101100010,10110110
01010000,0011110101,11101000
01001010,0101110100,01011001
11110111,1011001110,10101101
11101100,0000101000,10000011
10000010,1001011111,10001010
11100111,0110000011,01111010
11100001,0111101000,10011011
00000011,1110010101,01100001
01011101,0110011011,11000011
11010111,1001010000,01110111
00010110,0111100100,01001000
11010100,1111101101,11101100
00000101,0000000101,00100100
10100011,1001011100,11000111
11100101,1101011100,01110001
00001110,0001000011,10001111
10000001,1001001100,10000000
11000110,1011101100,11101111
01101000,0011100010,00011000
10001110,1111011011,01101001
11011111,0000100100,00110101
11000000,1101011011,01111101
10101001,1111101110,00011110
00001100,1111010101,00100100
00011101,0010101100,01101111
10011100,0000101111,00001000
10110011,0111100011,00101010
00110001,1100001100,11000110
01010001,0000010100,10010010
00111000,0101000110,01001110
10100100,1001101011,00101100
10111001,0110101000,10000100
11010100,0011001110,10110001
10001000,1100001111,01101000
11110110,0011001001,00001100
00001100,0100010010,01100010
10011010,1111111110,11100110
10100010,1000011110,01101101
01000110,1110001111,10010010
11001110,1010001001,11000011
10111000,1000111100,00011101
00001110,0011100000,11000000
10101001,0110101110,10011010
11100001,1001001001,11111000
10000100,0001001010,10000011
01100001,1001011110,10010000
01000010,1100101101,01101011
00111010,1111011111,11000101
10111011,1111010010,11011000
01100000,1010001101,10100100
10000111,0100000000,10100001
10010111,1101001011,10111101
11011110,0100000011,10110000
01110000,0000110110,10010011
01101111,1001100110,01000000
10000110,1110100011,10101011
10000101,1111101110,11101011
10000010,1010001110,00101100
10101110,0010110100,00011000
11101100,0111001010,10111001
00011010,1110111011,00100010
00101111,0011011101,01110011
00111011,0101001000,00100111
10000100,1000110111,10100100
00001001,0110011001,10000101
11011100,1100111001,10101100
00001010,1110000111,11101011
10100111,1110011100,11101001
01000110,1000111111,11011011
00101101,0101111100,10101110
11000110,1110001101,00100100
11011110,1111110010,00010100
11001111,1011000010,10000011
10000101,0101111100,00001011
01010111,0111110011,00010000
00100100,1111001110,10101010
01011010,1010111001,00100010
00110100,0001111101,10011111
00101011,1111111000,01101111
01101101,0100011011,00000100
01000100,1100010001,01111000
10011111,1101001001,00000111
11000111,0111000001,10100010
00000000,1110100011,00101011
11111101,0101111010,00101110
10001000,0000111001,01010010
00010011,1001000110,00111001
11010111,1000110101,00110001
01001100,0110010101,01100110
11000101,0000111001,11010000
01011010,1000111010,11011011
10011011,0000100011,10100110
00101001,0101100110,10110000
00101001,1001001110,10010000
01100100,1000111100,01100101
01100110,1001001010,01011000
11010001,1010100101,11000100
11000011,1001010001,01111100
00011010,0001110001,00011100
11000111,0101100000,01100111
10101001,1011100101,11101001
00110111,0101101110,11010110
01000000,0011000101,11001010
10101111,0111110111,11100111
10000111,0000100010,10100111
10110101,1110000101,10111101
01010100,1001001111,10100100
10000010,1010101001,01011100
10100000,1100100011,01001101
10000101,0001001000,00101010
11001111,1001000101,01111011
00111000,1010100101,00101101
11111011,0100011011,10101001
10111111,1111111010,11011111
10101011,1001011101,11101101
11000000,1010001101,10001110
10010011,1001001001,10001100
10001100,0000011000,01110110
10011010,0111011110,01000100
01111011,0001110101,00000010
11110111,1111010101,00010111
11110100,0100000010,10110001
01001001,0111101110,00000010
00111000,0001011101,01010100
01110110,1000100110,11111010
10010100,1010101001,00000011
11010010,1111101001,11100101
11101100,0101110101,11000110
11111010,1010111011,10111000
10101000,1000000110,01111011
00101010,0001101101,01011101
10010011,0000001001,00001000
01001001,1010100011,11100010
11100100,0000110010,10010011
10001010,1011010001,10111110
01011110,1000110001,01001101
00000111,1011000101,11001111
00000010,1010000000,00111101
10011011,1110001111,00011000
00110010,1001110111,10000001
10101110,1111100110,01001111
10101101,1001100101,10100100
01011010,0011000110,10100011
11001110,1101101101,00100000
01110100,1111000011,01011111
10001000,0010111111,11100011
10101110,1001110101,01111011
00011110,0010100100,01000000
00010110,1100001010,00101100
00111001,0010011001,01001010
11110000,1000110110,01100101
10111110,0111010010,11111000
10010011,1010010111,00111100
01101010,0100010101,11001110
11010111,1000101011,01101111
01110011,0001110111,10111000
11000101,0110010011,01101010
00110111,0011101101,11011100
10101000,1100110111,11010011
10000000,0101010110,10001100
10101101,1100100011,11010101
00110010,1011001111,01001110
10001010,1110011010,10001011
10000001,0000000100,10000010
00001100,0111110000,00011001
00101011,1010010011,11010010
01001100,1100111111,00011110
11011001,0001011000,11010011
10000011,0110110000,10001101
10100101,1111111001,01100000
11011000,1000011100,00100101
00111011,0101110111,01110000
00100110,0110010011,11101110
11011010,1010011100,01100000
01010111,1110000110,00100011
11001011,0000100110,01001001
11110001,0100000010,01000100
11100000,0111001101,10100110
01110111,0001010001,11010110
11110000,1101100011,11110001
00100100,0110111110,01001111
11111000,1000010001,10110011
11111110,0111001000,00010110
10111010,1010000011,00000010
11011111,1101011011,00000110
11011101,1101111101,11111100
10011000,1110000010,01001100
01110010,1110010011,10110110
00001010,0000101001,01001000
10111001,0011110111,01111101
10010011,0100100000,01010101
11101100,1000001001,01110010
10001000,1111111000,00011010
00010011,1000100111,11011110
10011100,1000010110,11100000
01011110,1100101100,10101010
01000001,1001100110,10100110
00111101,1101000001,01110110
00110101,0000001001,10001000
01110101,0100111110,10001101
10000001,1101101010,00101011
00110000,1101100000,10100100
11010100,0010011000,11101111
00101001,0010111001,00001101
11010111,0010011110,01111010
00010010,1000101000,11011101
11010010,0001000011,00111000
01100010,1100111001,10000010
10101000,0000010011,11101000
10110111,1111000100,10001011
11111110,0000001010,01001011
11111110,0111001001,10110011
01010011,0000100011,00101100
10100001,0011001111,11010111
00010010,0101000001,10001100
01101011,1100000000,11010110
10010110,0111000010,01100101
00000000,1101001101,10100100
11000111,0110000001,11010100
11011110,1101100111,11010001
11111101,1010001000,00000011
11001111,1110100010,11000101
01111111,0101100101,01001010
10000100,0101011001,11111010
10000110,0110011111,10010001
01001101,1011011000,11001111
11100001,1000011011,10001011
00000111,0010011010,11011100
00101010,0000001001,11000000
00111001,1000001110,00111111
00111010,0100000001,01101001
10100110,1010010010,10101011
00011101,1011110000,01011110
11101001,0111101100,00011100
11110011,0001000110,10010011
00110100,1000101000,01100001
11110111,0000110100,01101000
10101110,0010100001,00011101
11100000,1011110110,10101110
10100010,0110010100,01000111
00111001,0101110010,11011011
10111000,1101101011,01001100
11001110,1001010100,00101110
11010101,0000111000,01011010
10110001,0100011000,11000011
01111011,1101101100,01011000
01111001,0100000011,11000101
01111110,0000011011,01000001
00111101,1001101010,11101101
01010011,0010011111,00011000
10100101,0111011000,11101011
10011000,1100101111,00011111
01011111,0010010100,01110010
10000101,1100000110,01100011
11011010,0001011010,10111101
11001000,1101000101,01011010
01100011,1000100001,00110101
10100011,0001011101,00100100
00010011,0000100101,01011010
10100111,1100110111,01110111
00010100,1100100110,00111011
10110010,0101011011,00111010
11001111,0100011001,00110101
00000111,1000100100,10100000
00000010,0100110100,11100001
00110001,1000000100,10110110
11001000,1010100011,10100011
00010011,1110110001,10000011
11101110,1000001011,00010111
00001100,0101001010,00001011
01110011,1111011001,01111111
00100111,1001010111,11010111
10001110,0010111011,00001001
00101111,1110001111,11011101
11110100,1111101011,11101011
10001000,0100011011,01100110
10000010,0110010011,11100001
01110001,1001011000,11000001
00001100,0100001111,11101001
00000110,1000101110,11000111
01001110,0000110110,11001100
01000101,0110110110,01000000
01011010,1000111111,00010011
10111101,1101010001,01110001
01100111,0110101110,11100100
01011101,0110110100,00110001
00010001,0010011100,01001000
00100100,1010101000,00110101
10010101,1101100100,00001101
